<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;M;20221201;000000;168.0000000;168.7600000;162.7000000;163.1600000;62207020
